"from" "to" "type" "time"
"sr_thoma" "tamakidenny" "mention" "1541368567"
"accounts4sale7" "pt_jeanette" "mention" "1541368769"
"Jn21M" "saveourokinawa" "mention" "1541369316"
"Jn21M" "tamakidenny" "mention" "1541369316"
"memorandumy_tw" "saveourokinawa" "mention" "1541369815"
"memorandumy_tw" "tamakidenny" "mention" "1541369815"
"hotarubune" "saveourokinawa" "mention" "1541370119"
"hotarubune" "tamakidenny" "mention" "1541370119"
"aimamd81" "saveourokinawa" "mention" "1541370302"
"aimamd81" "tamakidenny" "mention" "1541370302"
"simbabzw" "pt_jeanette" "mention" "1541371140"
"okmaririnn" "saveourokinawa" "mention" "1541371341"
"okmaririnn" "tamakidenny" "mention" "1541371341"
"IAMShincloud" "pt_jeanette" "mention" "1541371434"
"APompyang" "HarleyPuting" "mention" "1541371702"
"APompyang" "DGaotch" "mention" "1541371789"
"peacefulworld99" "saveourokinawa" "mention" "1541371809"
"peacefulworld99" "tamakidenny" "mention" "1541371809"
"AlchelleT" "HarleyPuting" "mention" "1541372010"
"AlchelleT" "DGaotch" "mention" "1541372097"
"hamletsvintage" "hamletsvintage" "mention" "1541373026"
"AndyKansa" "HarleyPuting" "mention" "1541373109"
"AndyKansa" "DGaotch" "mention" "1541373222"
"nempmx" "saveourokinawa" "mention" "1541373645"
"nempmx" "tamakidenny" "mention" "1541373645"
"mikihairo" "saveourokinawa" "mention" "1541373760"
"mikihairo" "tamakidenny" "mention" "1541373760"
"yoksig" "saveourokinawa" "mention" "1541373818"
"yoksig" "tamakidenny" "mention" "1541373818"
"BellaBells0914" "HarleyPuting" "mention" "1541373840"
"matsutake97" "saveourokinawa" "mention" "1541373883"
"matsutake97" "tamakidenny" "mention" "1541373883"
"BellaBells0914" "DGaotch" "mention" "1541373992"
"MMaunta" "saveourokinawa" "mention" "1541374493"
"MMaunta" "tamakidenny" "mention" "1541374493"
"helixmakimaki" "saveourokinawa" "mention" "1541374584"
"helixmakimaki" "tamakidenny" "mention" "1541374584"
"BertaBern" "HarleyPuting" "mention" "1541374831"
"BertaBern" "DGaotch" "mention" "1541374918"
"BonjangL" "DGaotch" "mention" "1541377248"
"BonjangL" "HarleyPuting" "mention" "1541377501"
"YoungGod_Sean" "addster1216" "mention" "1541377787"
"jeemaamee919" "saveourokinawa" "mention" "1541378836"
"jeemaamee919" "tamakidenny" "mention" "1541378836"
"BrendzCas" "DGaotch" "mention" "1541379127"
"BurceJackie" "DGaotch" "mention" "1541379337"
"BurceJackie" "HarleyPuting" "mention" "1541379764"
"elefant23" "saveourokinawa" "mention" "1541380631"
"elefant23" "tamakidenny" "mention" "1541380631"
"CalpoPurity" "HarleyPuting" "mention" "1541380715"
"BigMKidd3D" "BigMKidd3D" "mention" "1541380803"
"CalpoPurity" "DGaotch" "mention" "1541381199"
"CalpoPurity" "BonjangL" "mention" "1541381835"
"tareuyaya" "saveourokinawa" "mention" "1541381961"
"tareuyaya" "tamakidenny" "mention" "1541381961"
"ChingNadi" "DGaotch" "mention" "1541382285"
"ChingNadi" "HarleyPuting" "mention" "1541382314"
"thiebun993" "saveourokinawa" "mention" "1541382638"
"thiebun993" "tamakidenny" "mention" "1541382638"
"penqueen1998" "pt_jeanette" "mention" "1541384190"
"tennisisshit" "pt_jeanette" "mention" "1541384190"
"naticoco17" "addster1216" "mention" "1541384549"
"piyocomameco" "saveourokinawa" "mention" "1541384557"
"piyocomameco" "tamakidenny" "mention" "1541384557"
"NewPettyLevel" "nyuniversity" "mention" "1541385045"
"kodRed06" "NewPettyLevel" "mention" "1541385062"
"kodRed06" "nyuniversity" "mention" "1541385062"
"mitakano_Qsan" "saveourokinawa" "mention" "1541385100"
"mitakano_Qsan" "tamakidenny" "mention" "1541385100"
"GleytonSantos5" "pt_jeanette" "mention" "1541387151"
"SEOMalkamDior" "realDonaldTrump" "reply" "1541387858"
"SEOMalkamDior" "realDonaldTrump" "mention" "1541387858"
"SEOMalkamDior" "VoteMarsha" "mention" "1541387858"
"SEOMalkamDior" "Citi" "mention" "1541387858"
"cuzaodopr" "pt_jeanette" "mention" "1541388022"
"digisun" "saveourokinawa" "mention" "1541388025"
"digisun" "tamakidenny" "mention" "1541388025"
"gomagoma1125" "saveourokinawa" "mention" "1541389287"
"gomagoma1125" "tamakidenny" "mention" "1541389287"
"hamletsvintage" "hamletsvintage" "mention" "1541390050"
"xiezi_cocomo" "saveourokinawa" "mention" "1541390179"
"xiezi_cocomo" "tamakidenny" "mention" "1541390179"
"hitominton57" "saveourokinawa" "mention" "1541390260"
"hitominton57" "tamakidenny" "mention" "1541390260"
"Huck_Sys" "pt_jeanette" "mention" "1541391070"
"madoka8madoka" "saveourokinawa" "mention" "1541391538"
"madoka8madoka" "tamakidenny" "mention" "1541391538"
"breezyvoice1" "saveourokinawa" "mention" "1541396873"
"breezyvoice1" "tamakidenny" "mention" "1541396873"
"Soar_Hubby" "pt_jeanette" "mention" "1541397204"
"leeky_knowles" "mariyamoseley" "mention" "1541397440"
"leeky_knowles" "Essence" "mention" "1541397440"
"leeky_knowles" "PIX11News" "mention" "1541397440"
"leeky_knowles" "NorwoodNews" "mention" "1541397440"
"moriai8" "saveourokinawa" "mention" "1541401270"
"moriai8" "tamakidenny" "mention" "1541401270"
"3s5Ajebo" "nyukevo" "mention" "1541402009"
"DGaotch" "DGaotch" "mention" "1541402300"
"DGaotch" "BonjangL" "mention" "1541402583"
"DGaotch" "HarleyPuting" "mention" "1541402750"
"ElSarmiento7" "HarleyPuting" "mention" "1541403205"
"ElSarmiento7" "ChingNadi" "mention" "1541403643"
"ChikoOnimaru" "saveourokinawa" "mention" "1541403671"
"ChikoOnimaru" "tamakidenny" "mention" "1541403671"
"ElSarmiento7" "DGaotch" "mention" "1541403917"
"FelyPong" "HarleyPuting" "mention" "1541404113"
"FelyPong" "DGaotch" "mention" "1541404296"
"oishi_58n" "saveourokinawa" "mention" "1541404790"
"oishi_58n" "tamakidenny" "mention" "1541404790"
"HarleyPuting" "HarleyPuting" "mention" "1541411099"
"HarleyPuting" "DGaotch" "mention" "1541411146"
"HarleyPuting" "BonjangL" "mention" "1541411497"
"QC30660590" "saveourokinawa" "mention" "1541416458"
"QC30660590" "tamakidenny" "mention" "1541416458"
"IceIzzy2" "HarleyPuting" "mention" "1541416560"
"IceIzzy2" "DGaotch" "mention" "1541416575"
"IceIzzy2" "BonjangL" "mention" "1541416597"
"IceIzzy2" "CalpoPurity" "mention" "1541416660"
"IceIzzy2" "ChingNadi" "mention" "1541417267"
"stephenssports" "212rental" "mention" "1541418283"
"DiscoverDior" "NewPettyLevel" "mention" "1541420192"
"DiscoverDior" "nyuniversity" "mention" "1541420192"
"Severalseater" "NewPettyLevel" "mention" "1541420769"
"Severalseater" "nyuniversity" "mention" "1541420769"
"shivika41829296" "nyu_journalism" "mention" "1541421012"
"lula0428" "saveourokinawa" "mention" "1541422198"
"lula0428" "tamakidenny" "mention" "1541422198"
"AntraBin" "buying_com" "mention" "1541423250"
"1wVQ5hABX0wFutQ" "saveourokinawa" "mention" "1541424042"
"1wVQ5hABX0wFutQ" "tamakidenny" "mention" "1541424042"
"yochan87" "saveourokinawa" "mention" "1541424487"
"yochan87" "tamakidenny" "mention" "1541424487"
"keijizzle" "saveourokinawa" "mention" "1541425179"
"keijizzle" "tamakidenny" "mention" "1541425179"
"stl_2004" "stl_2004" "mention" "1541425385"
"stl_2004" "davidhogg111" "mention" "1541425385"
"stl_2004" "taylorswift13" "mention" "1541425385"
"stl_2004" "Culinary226" "mention" "1541425385"
"stl_2004" "BetoORourke" "mention" "1541425385"
"stl_2004" "nyuniversity" "mention" "1541425385"
"stl_2004" "MissouriState" "mention" "1541425385"
"stl_2004" "MoDemParty" "mention" "1541425385"
"MikeRaynal" "realDonaldTrump" "quote" "1541426222"
"MikeRaynal" "POTUS" "mention" "1541426222"
"MikeRaynal" "realDonaldTrump" "mention" "1541426222"
"JamesDevittNYU" "caitlinzaloom" "mention" "1541427006"
"JamesDevittNYU" "TheAtlantic" "mention" "1541427006"
"shamrockflag" "saveourokinawa" "mention" "1541428539"
"shamrockflag" "tamakidenny" "mention" "1541428539"
"28_momechabo" "saveourokinawa" "mention" "1541428850"
"28_momechabo" "tamakidenny" "mention" "1541428850"
"deviaa02_" "pt_jeanette" "mention" "1541429950"
"PRGalleries" "tischphoto" "mention" "1541430673"
"JPZmanagement" "nyuniversity" "mention" "1541431332"
"2016aaalac" "saveourokinawa" "mention" "1541433541"
"2016aaalac" "tamakidenny" "mention" "1541433541"
"astriaadzhani" "colesprouse" "mention" "1541434405"
"NYUARC" "NYUCAS" "mention" "1541437561"
"hamletsvintage" "hamletsvintage" "mention" "1541438235"
"NYULGBTQ" "NYUWasserman" "mention" "1541440770"
"8dhoomi9" "pt_jeanette" "mention" "1541442296"
"Rim61344878" "pt_jeanette" "mention" "1541442327"
"nickj47" "facebook" "mention" "1541442591"
"phishygirl62" "nyukevo" "mention" "1541442828"
"akasha_makayla" "pt_jeanette" "mention" "1541446999"
"marksjo1" "Commentary" "mention" "1541448479"
"jupiterjenny" "nyckingyo" "quote" "1541448879"
"NoahCRothman" "marksjo1" "mention" "1541450150"
"NoahCRothman" "Commentary" "mention" "1541450150"
"STP43FAN" "marksjo1" "mention" "1541450161"
"STP43FAN" "Commentary" "mention" "1541450161"
"lealossantos" "pt_jeanette" "mention" "1541450187"
"GoPeach_" "pt_jeanette" "mention" "1541450251"
"JoseLuis_Hndz" "BetaInnovation" "mention" "1541452499"
"JoseLuis_Hndz" "sarangof" "mention" "1541452499"
"shoshido" "marksjo1" "mention" "1541452743"
"shoshido" "Commentary" "mention" "1541452743"
"NationCwl" "pt_jeanette" "mention" "1541452896"
"BSamolian" "pt_jeanette" "mention" "1541453170"
"nyutandon" "ivsnyu" "mention" "1541453723"
"ARomirowsky" "marksjo1" "mention" "1541454508"
"ARomirowsky" "Commentary" "mention" "1541454508"
"nycallday247" "eventbrite" "mention" "1541454566"
"nycallday247" "nyuniversity" "mention" "1541454566"
"nycallday247" "nyutandon" "mention" "1541454566"
"tischphoto" "TeenVogue" "mention" "1541456222"
"tischphoto" "aaronphilipxo" "mention" "1541456222"
"tischphoto" "NYUTischSchool" "mention" "1541456222"
"tischphoto" "tischsp" "mention" "1541456222"
"IAWFoundation" "behy23" "mention" "1541456776"
"IAWFoundation" "KimmelCenter" "mention" "1541456776"
"stevenkuyan" "nyutandon" "mention" "1541457225"
"stevenkuyan" "ivsnyu" "mention" "1541457225"
"IAWFoundation" "KimmelCenter" "mention" "1541457259"
"HIROMI150303" "KTea27" "mention" "1541458062"
"sarangof" "JoseLuis_Hndz" "mention" "1541460501"
"sarangof" "BetaInnovation" "mention" "1541460501"
"sarangof" "sarangof" "mention" "1541460501"
"yocibou" "saveourokinawa" "mention" "1541460580"
"yocibou" "tamakidenny" "mention" "1541460580"
"JellyFabio" "DGaotch" "mention" "1541461028"
"JellyFabio" "HarleyPuting" "mention" "1541461092"
"JorgeGrotewold" "AnnerMejia" "mention" "1541461482"
"JorgeGrotewold" "iluminafm" "mention" "1541461482"
"JulesRomana" "HarleyPuting" "mention" "1541463115"
"JulesRomana" "DGaotch" "mention" "1541463153"
"tischphoto" "pdnonline" "mention" "1541463482"
"shizuka327" "saveourokinawa" "mention" "1541463789"
"shizuka327" "tamakidenny" "mention" "1541463789"
"KateLuz2" "DGaotch" "mention" "1541464159"
"KateLuz2" "HarleyPuting" "mention" "1541464383"
"LaylaMayami" "HarleyPuting" "mention" "1541465741"
"LaylaMayami" "DGaotch" "mention" "1541465753"
"LaylaMayami" "KateLuz2" "mention" "1541465825"
"LaylaMayami" "KateLuz2" "mention" "1541465831"
"LoidaGrace1" "DGaotch" "mention" "1541466315"
"LoidaGrace1" "HarleyPuting" "mention" "1541466327"
"steadyluke42" "pt_jeanette" "mention" "1541466358"
"slamcratechamp" "pt_jeanette" "mention" "1541466358"
"LoidaGrace1" "BonjangL" "mention" "1541466414"
"stl_2004" "stl_2004" "reply" "1541467389"
"stl_2004" "Lawrence" "mention" "1541467389"
"stl_2004" "ladygaga" "mention" "1541467389"
"stl_2004" "BetoORourke" "mention" "1541467389"
"stl_2004" "billmaher" "mention" "1541467389"
"stl_2004" "UTAustin" "mention" "1541467389"
"stl_2004" "txst" "mention" "1541467389"
"stl_2004" "Caltech" "mention" "1541467389"
"stl_2004" "USC" "mention" "1541467389"
"stl_2004" "nyuniversity" "mention" "1541467389"
"stl_2004" "TNCollegeDems" "mention" "1541467389"
"stl_2004" "floridastate" "mention" "1541467389"
"stl_2004" "RockTheVote" "mention" "1541467389"
"stl_2004" "jimmykimmel" "mention" "1541467389"
"stl_2004" "msstate" "mention" "1541467389"
"stl_2004" "GeorgiaStateU" "mention" "1541467389"
"stl_2004" "NevadaState" "mention" "1541467389"
"stl_2004" "ASU" "mention" "1541467389"
"stl_2004" "RepSinema" "mention" "1541467389"
"stl_2004" "HeidiHeitkamp" "mention" "1541467389"
"stl_2004" "jontester" "mention" "1541467389"
"stl_2004" "PENNSTATEU1" "mention" "1541467389"
"FitzgeraldKate" "PayalYokota" "quote" "1541469839"
"PayalYokota" "FitzgeraldKate" "mention" "1541469865"
"iluminafm" "JorgeGrotewold" "mention" "1541470162"
"iluminafm" "AnnerMejia" "mention" "1541470162"
"iluminafm" "iluminafm" "mention" "1541470162"
"asdrubal_jh" "JorgeGrotewold" "mention" "1541470290"
"asdrubal_jh" "AnnerMejia" "mention" "1541470290"
"asdrubal_jh" "iluminafm" "mention" "1541470290"
"DesignsWizards" "HappyZoebakery" "mention" "1541470518"
"KodamaMirage" "saveourokinawa" "mention" "1541471459"
"KodamaMirage" "tamakidenny" "mention" "1541471459"
"Edson69643689" "pt_jeanette" "mention" "1541472230"
"Soccerwriter" "FrontRowSoccer" "mention" "1541472317"
"Soccerwriter" "kimwyant1" "mention" "1541472317"
"Soccerwriter" "NYUAthletics" "mention" "1541472317"
"Soccerwriter" "NCAA" "mention" "1541472317"
"MaeMaeTengco1" "DGaotch" "mention" "1541476202"
"MaeMaeTengco1" "HarleyPuting" "mention" "1541476208"
"MaeMaeTengco1" "BonjangL" "mention" "1541476243"
"stl_2004" "Lawrence" "reply" "1541477071"
"stl_2004" "LeitlJulie" "quote" "1541477071"
"stl_2004" "Lawrence" "mention" "1541477071"
"stl_2004" "ladygaga" "mention" "1541477071"
"stl_2004" "BetoORourke" "mention" "1541477071"
"stl_2004" "billmaher" "mention" "1541477071"
"stl_2004" "UTAustin" "mention" "1541477071"
"stl_2004" "txst" "mention" "1541477071"
"stl_2004" "Caltech" "mention" "1541477071"
"stl_2004" "USC" "mention" "1541477071"
"stl_2004" "nyuniversity" "mention" "1541477071"
"stl_2004" "TNCollegeDems" "mention" "1541477071"
"stl_2004" "floridastate" "mention" "1541477071"
"stl_2004" "RockTheVote" "mention" "1541477071"
"stl_2004" "jimmykimmel" "mention" "1541477071"
"stl_2004" "msstate" "mention" "1541477071"
"stl_2004" "GeorgiaStateU" "mention" "1541477071"
"stl_2004" "NevadaState" "mention" "1541477071"
"stl_2004" "ASU" "mention" "1541477071"
"stl_2004" "RepSinema" "mention" "1541477071"
"stl_2004" "HeidiHeitkamp" "mention" "1541477071"
"stl_2004" "jontester" "mention" "1541477071"
"stl_2004" "PENNSTATEU1" "mention" "1541477071"
"stl_2004" "Lawrence" "reply" "1541477201"
"stl_2004" "NoedineM" "quote" "1541477201"
"stl_2004" "Lawrence" "mention" "1541477201"
"stl_2004" "ladygaga" "mention" "1541477201"
"stl_2004" "BetoORourke" "mention" "1541477201"
"stl_2004" "billmaher" "mention" "1541477201"
"stl_2004" "UTAustin" "mention" "1541477201"
"stl_2004" "txst" "mention" "1541477201"
"stl_2004" "Caltech" "mention" "1541477201"
"stl_2004" "USC" "mention" "1541477201"
"stl_2004" "nyuniversity" "mention" "1541477201"
"stl_2004" "TNCollegeDems" "mention" "1541477201"
"stl_2004" "floridastate" "mention" "1541477201"
"stl_2004" "RockTheVote" "mention" "1541477201"
"stl_2004" "jimmykimmel" "mention" "1541477201"
"stl_2004" "msstate" "mention" "1541477201"
"stl_2004" "GeorgiaStateU" "mention" "1541477201"
"stl_2004" "NevadaState" "mention" "1541477201"
"stl_2004" "ASU" "mention" "1541477201"
"stl_2004" "RepSinema" "mention" "1541477201"
"stl_2004" "HeidiHeitkamp" "mention" "1541477201"
"stl_2004" "jontester" "mention" "1541477201"
"stl_2004" "PENNSTATEU1" "mention" "1541477201"
"KariTheGreatest" "cclucci1" "mention" "1541477340"
"nyutandon" "NYUFutureLabs" "mention" "1541479982"
"nyutandon" "Orrick" "mention" "1541479982"
"nyutandon" "PwC" "mention" "1541479982"
"nyutandon" "awscloud" "mention" "1541479982"
"solared12" "pt_jeanette" "mention" "1541485393"
"MenezeRaba" "MenezeRaba" "mention" "1541485578"
"MenezeRaba" "DGaotch" "mention" "1541485650"
"MenezeRaba" "BonjangL" "mention" "1541485667"
"MiengRhoda" "MenezeRaba" "mention" "1541486368"
"OsakaOsang" "DGaotch" "mention" "1541488842"
"ParasGara" "DGaotch" "mention" "1541490215"
"ParasGara" "BonjangL" "mention" "1541490291"
"ParasGara" "MenezeRaba" "mention" "1541492466"
"ParasGara" "ChingNadi" "mention" "1541492686"
"ParasGara" "KateLuz2" "mention" "1541492716"
"ParasGara" "MadelCarlos" "mention" "1541492740"
"RamPapay" "KateLuz2" "mention" "1541495345"
"RamPapay" "KateLuz2" "mention" "1541495351"
"RamPapay" "BonjangL" "mention" "1541503757"
"ReneeBeatriz1" "DGaotch" "mention" "1541505063"
"ReneeBeatriz1" "KateLuz2" "mention" "1541505098"
"ReneeBeatriz1" "KateLuz2" "mention" "1541505125"
"stl_2004" "stl_2004" "reply" "1541505146"
"stl_2004" "Lawrence" "mention" "1541505146"
"stl_2004" "ladygaga" "mention" "1541505146"
"stl_2004" "BetoORourke" "mention" "1541505146"
"stl_2004" "billmaher" "mention" "1541505146"
"stl_2004" "UTAustin" "mention" "1541505146"
"stl_2004" "txst" "mention" "1541505146"
"stl_2004" "Caltech" "mention" "1541505146"
"stl_2004" "USC" "mention" "1541505146"
"stl_2004" "nyuniversity" "mention" "1541505146"
"stl_2004" "TNCollegeDems" "mention" "1541505146"
"stl_2004" "floridastate" "mention" "1541505146"
"stl_2004" "RockTheVote" "mention" "1541505146"
"stl_2004" "jimmykimmel" "mention" "1541505146"
"stl_2004" "msstate" "mention" "1541505146"
"stl_2004" "GeorgiaStateU" "mention" "1541505146"
"stl_2004" "NevadaState" "mention" "1541505146"
"stl_2004" "ASU" "mention" "1541505146"
"stl_2004" "RepSinema" "mention" "1541505146"
"stl_2004" "HeidiHeitkamp" "mention" "1541505146"
"stl_2004" "jontester" "mention" "1541505146"
"stl_2004" "PENNSTATEU1" "mention" "1541505146"
"stl_2004" "DNC" "mention" "1541505146"
"ReneeBeatriz1" "BonjangL" "mention" "1541505155"
"stl_2004" "Lawrence" "reply" "1541505849"
"stl_2004" "ajplus" "quote" "1541505849"
"stl_2004" "Lawrence" "mention" "1541505849"
"stl_2004" "ladygaga" "mention" "1541505849"
"stl_2004" "BetoORourke" "mention" "1541505849"
"stl_2004" "billmaher" "mention" "1541505849"
"stl_2004" "UTAustin" "mention" "1541505849"
"stl_2004" "txst" "mention" "1541505849"
"stl_2004" "Caltech" "mention" "1541505849"
"stl_2004" "USC" "mention" "1541505849"
"stl_2004" "nyuniversity" "mention" "1541505849"
"stl_2004" "TNCollegeDems" "mention" "1541505849"
"stl_2004" "floridastate" "mention" "1541505849"
"stl_2004" "RockTheVote" "mention" "1541505849"
"stl_2004" "jimmykimmel" "mention" "1541505849"
"stl_2004" "msstate" "mention" "1541505849"
"stl_2004" "GeorgiaStateU" "mention" "1541505849"
"stl_2004" "NevadaState" "mention" "1541505849"
"stl_2004" "ASU" "mention" "1541505849"
"stl_2004" "RepSinema" "mention" "1541505849"
"stl_2004" "HeidiHeitkamp" "mention" "1541505849"
"stl_2004" "jontester" "mention" "1541505849"
"stl_2004" "PENNSTATEU1" "mention" "1541505849"
"stl_2004" "DNC" "mention" "1541505849"
"stl_2004" "stl_2004" "reply" "1541505850"
"stl_2004" "davidhogg111" "mention" "1541505850"
"stl_2004" "taylorswift13" "mention" "1541505850"
"stl_2004" "Culinary226" "mention" "1541505850"
"stl_2004" "BetoORourke" "mention" "1541505850"
"stl_2004" "nyuniversity" "mention" "1541505850"
"stl_2004" "MissouriState" "mention" "1541505850"
"stl_2004" "MoDemParty" "mention" "1541505850"
"stl_2004" "AARPadvocates" "mention" "1541505850"
"stl_2004" "Oprah" "mention" "1541505850"
"stl_2004" "AARPCA" "mention" "1541505850"
"stl_2004" "NAACP" "mention" "1541505850"
"stl_2004" "HeidiHeitkamp" "mention" "1541505850"
"slonial" "nyutandon" "mention" "1541505947"
"slonial" "NYUFutureLabs" "mention" "1541505947"
"stl_2004" "tribelaw" "quote" "1541506024"
"stl_2004" "davidhogg111" "mention" "1541506024"
"stl_2004" "taylorswift13" "mention" "1541506024"
"stl_2004" "Culinary226" "mention" "1541506024"
"stl_2004" "BetoORourke" "mention" "1541506024"
"stl_2004" "nyuniversity" "mention" "1541506024"
"stl_2004" "MissouriState" "mention" "1541506024"
"stl_2004" "MoDemParty" "mention" "1541506024"
"stl_2004" "AARPadvocates" "mention" "1541506024"
"stl_2004" "Oprah" "mention" "1541506024"
"stl_2004" "AARPCA" "mention" "1541506024"
"stl_2004" "NAACP" "mention" "1541506024"
"stl_2004" "ncnaacp" "mention" "1541506024"
"stl_2004" "HeidiHeitkamp" "mention" "1541506024"
"stl_2004" "stl_2004" "reply" "1541506024"
"stl_2004" "davidhogg111" "mention" "1541506024"
"stl_2004" "taylorswift13" "mention" "1541506024"
"stl_2004" "Culinary226" "mention" "1541506024"
"stl_2004" "BetoORourke" "mention" "1541506024"
"stl_2004" "nyuniversity" "mention" "1541506024"
"stl_2004" "MissouriState" "mention" "1541506024"
"stl_2004" "MoDemParty" "mention" "1541506024"
"stl_2004" "AARPadvocates" "mention" "1541506024"
"stl_2004" "Oprah" "mention" "1541506024"
"stl_2004" "AARPCA" "mention" "1541506024"
"stl_2004" "NAACP" "mention" "1541506024"
"stl_2004" "ncnaacp" "mention" "1541506024"
"stl_2004" "HeidiHeitkamp" "mention" "1541506024"
"MariaAfsharian" "IAWFoundation" "mention" "1541506924"
"chadcharles0099" "pt_jeanette" "mention" "1541508570"
"Soccerwriter" "FrontRowSoccer" "mention" "1541509767"
"Soccerwriter" "kimwyant1" "mention" "1541509767"
"Soccerwriter" "NYUAthletics" "mention" "1541509767"
"Soccerwriter" "NCAA" "mention" "1541509767"
"RTN_RNY" "WritingLiYakira" "mention" "1541513520"
"RTN_RNY" "sam_eagan" "mention" "1541513520"
"RTN_RNY" "DevitaZachary" "mention" "1541513520"
"RTN_RNY" "caskinner330" "mention" "1541513520"
"hh71100" "pt_jeanette" "mention" "1541513548"
"NYUWagner_OCS" "NYUWasserman" "mention" "1541513869"
"RTN_RNY" "WritingLiYakira" "mention" "1541515607"
"bgomezreports" "RTN_RNY" "mention" "1541516382"
"bgomezreports" "WritingLiYakira" "mention" "1541516382"
"bgomezreports" "sam_eagan" "mention" "1541516382"
"bgomezreports" "DevitaZachary" "mention" "1541516382"
"bgomezreports" "caskinner330" "mention" "1541516382"
"bgomezreports" "RTN_RNY" "mention" "1541516388"
"bgomezreports" "WritingLiYakira" "mention" "1541516388"
"mrhooman021" "pt_jeanette" "mention" "1541517408"
"RTN_RNY" "DevitaZachary" "mention" "1541517424"
"RTN_RNY" "WritingLiYakira" "mention" "1541517424"
"NYUFutureLabs" "nyutandon" "mention" "1541518212"
"NYUFutureLabs" "NYUFutureLabs" "mention" "1541518212"
"nylonfloren" "TimeOutNewYork" "reply" "1541518232"
"nylonfloren" "TimeOutNewYork" "mention" "1541518232"
"nylonfloren" "eventbrite" "mention" "1541518232"
"nylonfloren" "eventbrite" "mention" "1541518521"
"RTN_RNY" "caskinner330" "mention" "1541519166"
"RTN_RNY" "Ocasio2018" "mention" "1541519166"
"Mehring_Books" "WSWS_Updates" "quote" "1541520142"
"cole27098" "pt_jeanette" "mention" "1541520791"
"RTN_RNY" "eb_reports" "mention" "1541520858"
"devon_rockdude1" "pt_jeanette" "mention" "1541521518"
"ak2webd3" "nyutandon" "mention" "1541521743"
"DukePress" "csgsnyu" "mention" "1541522413"
"CathyNDavidson" "DukePress" "mention" "1541522436"
"FrontRowSoccer" "Soccerwriter" "mention" "1541522466"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541522466"
"FrontRowSoccer" "kimwyant1" "mention" "1541522466"
"FrontRowSoccer" "NYUAthletics" "mention" "1541522466"
"FrontRowSoccer" "NCAA" "mention" "1541522466"
"RTN_RNY" "eb_reports" "reply" "1541522708"
"RTN_RNY" "eb_reports" "mention" "1541522708"
"BalkanQueers" "DukePress" "mention" "1541522981"
"wargojon" "DukePress" "mention" "1541523047"
"FrontRowSoccer" "Soccerwriter" "mention" "1541523297"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541523297"
"FrontRowSoccer" "kimwyant1" "mention" "1541523297"
"FrontRowSoccer" "NYUAthletics" "mention" "1541523297"
"FrontRowSoccer" "NCAA" "mention" "1541523297"
"helpinghanddd" "pt_jeanette" "mention" "1541523713"
"AbsolutePrimary" "pt_jeanette" "mention" "1541523728"
"bellderek17" "Sandy_English" "mention" "1541524292"
"RTN_RNY" "AlonzoLevar" "mention" "1541524512"
"andrewmorrisuk" "Ratheblessed1" "mention" "1541524683"
"Hajji_Rehman" "pt_jeanette" "mention" "1541524693"
"RTN_RNY" "eb_reports" "reply" "1541524828"
"RTN_RNY" "eb_reports" "mention" "1541524828"
"AlonzoLevar" "RTN_RNY" "mention" "1541525763"
"AlonzoLevar" "AlonzoLevar" "mention" "1541525763"
"colombomedellin" "nyuniversity" "mention" "1541525970"
"colombomedellin" "EducationUSACol" "mention" "1541525970"
"jupiterjenny" "jupiterjenny" "mention" "1541526106"
"lukton21" "pt_jeanette" "mention" "1541526286"
"RTN_RNY" "thereal_nedu" "reply" "1541526317"
"RTN_RNY" "thereal_nedu" "mention" "1541526317"
"hamletsvintage" "hamletsvintage" "mention" "1541527413"
"RTN_RNY" "sam_eagan" "mention" "1541528136"
"sam_eagan" "RTN_RNY" "mention" "1541529098"
"NYUARC" "NYUCAS" "mention" "1541529377"
"NYUARC" "NYU_OGS" "mention" "1541529377"
"nyutandon" "TheGovLab" "mention" "1541529436"
"RTN_RNY" "MaggieGarred" "mention" "1541530410"
"yslmeIvin" "pt_jeanette" "mention" "1541530735"
"ArborCrowd" "adamk1205" "mention" "1541532537"
"ArborCrowd" "NYUSchack" "mention" "1541532537"
"NahumMarc1" "pt_jeanette" "mention" "1541533721"
"Sandy_English" "WSWSMedia" "mention" "1541534002"
"newscomauHQ" "emmareyn" "mention" "1541534372"
"Sandy_English" "RTN_RNY" "reply" "1541534391"
"Sandy_English" "RTN_RNY" "mention" "1541534391"
"Sandy_English" "caskinner330" "mention" "1541534391"
"Sandy_English" "Ocasio2018" "mention" "1541534391"
"Sandy_English" "niles_niemuth" "mention" "1541534391"
"ProfAnkersen" "NYUCGA" "mention" "1541534851"
"Davy_Acko" "Sandy_English" "mention" "1541536040"
"Davy_Acko" "RTN_RNY" "mention" "1541536040"
"Davy_Acko" "caskinner330" "mention" "1541536040"
"Davy_Acko" "Ocasio2018" "mention" "1541536040"
"Davy_Acko" "niles_niemuth" "mention" "1541536040"
"adamk1205" "ArborCrowd" "mention" "1541536556"
"adamk1205" "adamk1205" "mention" "1541536556"
"adamk1205" "NYUSchack" "mention" "1541536556"
"bob58306199" "pt_jeanette" "mention" "1541537406"
"JoshVarlin" "WSWS_Updates" "mention" "1541537572"
