"from" "to" "type" "time"
"SisaAva" "KateLuz2" "mention" "1541734601"
"shin_yongmin" "drep_foundation" "mention" "1541734647"
"AshishS17228231" "drep_foundation" "mention" "1541734967"
"teamhassab" "pt_jeanette" "mention" "1541737745"
"Sexylava3" "pt_jeanette" "mention" "1541740502"
"actgeppert" "NYUGovAffairs" "mention" "1541740839"
"WalterRoma4" "pt_jeanette" "mention" "1541741047"
"ahmadalkabra" "LoyalCoin" "quote" "1541741862"
"DrepIndia" "drep_foundation" "mention" "1541743408"
"pinky36556380" "pt_jeanette" "mention" "1541743921"
"DrepKorea" "drep_foundation" "mention" "1541748541"
"DrGilda" "DrGilda" "mention" "1541750466"
"DrGilda" "FatalVoyage" "mention" "1541750466"
"Griantek" "DrGilda" "mention" "1541751608"
"Griantek" "DrGilda" "mention" "1541751608"
"Griantek" "FatalVoyage" "mention" "1541751608"
"gordontraffic" "DrGilda" "mention" "1541751678"
"gordontraffic" "DrGilda" "mention" "1541751678"
"gordontraffic" "FatalVoyage" "mention" "1541751678"
"vcvc_stc" "drep_foundation" "mention" "1541754930"
"Numaan_nadeem" "drep_foundation" "mention" "1541758921"
"MariaOwned" "pt_jeanette" "mention" "1541761661"
"gobeletmagik" "pt_jeanette" "mention" "1541764487"
"SweetNSpicy1417" "BertaBern" "mention" "1541765670"
"Officialsauceki" "nyukevo" "mention" "1541765675"
"SweetNSpicy1417" "AlchelleT" "mention" "1541765713"
"SweetNSpicy1417" "HabibaAli0730" "mention" "1541765799"
"jkmontclare" "jkmontclare" "mention" "1541766170"
"SweetNSpicy1417" "FelyPong" "mention" "1541766177"
"SweetNSpicy1417" "BurceJackie" "mention" "1541766231"
"dafp_09" "ryanjrwestman" "mention" "1541767260"
"N1kola1z" "drep_foundation" "mention" "1541767466"
"SweetNSpicy1417" "ChingNadi" "mention" "1541767669"
"SweetNSpicy1417" "MadelCarlos" "mention" "1541767773"
"SweetNSpicy1417" "JellyFabio" "mention" "1541767796"
"SweetNSpicy1417" "CalpoPurity" "mention" "1541768694"
"leo_shane" "Sandy_English" "mention" "1541770704"
"BookSparks" "JaxMiddleton" "mention" "1541772054"
"BookSparks" "ChristinaLauren" "mention" "1541772054"
"ChristinaLauren" "BookSparks" "mention" "1541773011"
"ChristinaLauren" "JaxMiddleton" "mention" "1541773011"
"ChristinaLauren" "ChristinaLauren" "mention" "1541773011"
"JaxMiddleton" "BookSparks" "mention" "1541773102"
"JaxMiddleton" "JaxMiddleton" "mention" "1541773102"
"JaxMiddleton" "ChristinaLauren" "mention" "1541773102"
"BtweenRead" "BookSparks" "mention" "1541773230"
"BtweenRead" "JaxMiddleton" "mention" "1541773230"
"BtweenRead" "ChristinaLauren" "mention" "1541773230"
"CandidCstine" "BookSparks" "mention" "1541773324"
"CandidCstine" "JaxMiddleton" "mention" "1541773324"
"CandidCstine" "ChristinaLauren" "mention" "1541773324"
"QryptCareers" "nyutandon" "mention" "1541774141"
"dfaraoni" "sgoobie1" "mention" "1541774397"
"JaySix68426968" "pt_jeanette" "mention" "1541775605"
"imswimming3" "sgoobie1" "mention" "1541776420"
"drmasonglobal" "WorldEnabled" "reply" "1541776629"
"drmasonglobal" "WorldEnabled" "mention" "1541776629"
"drmasonglobal" "WorldEnabled" "reply" "1541776714"
"drmasonglobal" "WorldEnabled" "mention" "1541776714"
"smartecocity" "drmasonglobal" "mention" "1541776823"
"smartecocity" "WorldEnabled" "mention" "1541776823"
"TkiyaMusic" "MM_JCCManhattan" "mention" "1541778820"
"TkiyaMusic" "KaplanCoopPS" "mention" "1541778820"
"TkiyaMusic" "BronfmanCenter" "mention" "1541778820"
"hobo2010" "NYUPerfStudies" "mention" "1541779460"
"moskvina37" "sureshkred" "mention" "1541779736"
"moskvina37" "MDAndersonNews" "mention" "1541779736"
"moskvina37" "ppisters" "mention" "1541779736"
"NYUMensVolley" "NYUWasserman" "mention" "1541779868"
"InspiringIranis" "IAWFoundation" "mention" "1541780075"
"IlIlIIIlIlll" "pt_jeanette" "mention" "1541781648"
"Inerdja" "davidicke" "mention" "1541781944"
"BotsAlert" "EtherWorldNews" "mention" "1541783204"
"MM_JCCManhattan" "TkiyaMusic" "mention" "1541784744"
"MM_JCCManhattan" "MM_JCCManhattan" "mention" "1541784744"
"tischphoto" "pdnonline" "quote" "1541786280"
"tischphoto" "nyu" "mention" "1541786280"
"tischphoto" "NYUTischSchool" "mention" "1541786280"
"tischphoto" "nytimes" "mention" "1541786454"
"tischphoto" "NRockwellMuseum" "mention" "1541786454"
"tischphoto" "for_freedoms" "mention" "1541786454"
"kshalhoupwx" "ChelseaPiersNYC" "mention" "1541787089"
"wbrewyou" "kshalhoupwx" "mention" "1541787417"
"wbrewyou" "ChelseaPiersNYC" "mention" "1541787417"
"NYUAlumni" "ArtsandScience" "mention" "1541788696"
"GiantSoundLLC" "DeanAntonioNYU" "mention" "1541791840"
"GiantSoundLLC" "NYUfilmtv" "mention" "1541791840"
"marybethaltier" "NYUCGA" "mention" "1541792253"
"marybethaltier" "NYUSPS" "mention" "1541792253"
"PaulSnatchko" "ArtsandScience" "mention" "1541792546"
"theqouch" "csgsnyu" "mention" "1541792799"
"NYUCGA" "marybethaltier" "mention" "1541793276"
"NYUCGA" "NYUCGA" "mention" "1541793276"
"NYUCGA" "NYUSPS" "mention" "1541793276"
"MarkMichaeldom" "marybethaltier" "mention" "1541793625"
"MarkMichaeldom" "NYUCGA" "mention" "1541793625"
"MarkMichaeldom" "NYUSPS" "mention" "1541793625"
"BookSparks" "JaxMiddleton" "mention" "1541793657"
"BookSparks" "ChristinaLauren" "mention" "1541793657"
"ISETNYU" "marybethaltier" "mention" "1541794334"
"ISETNYU" "NYUCGA" "mention" "1541794334"
"ISETNYU" "NYUSPS" "mention" "1541794334"
"richardjmarini" "RefuseFascism" "mention" "1541794724"
"NevenkaKovacevi" "WSPConservancy" "quote" "1541797439"
"ProfAnkersen" "marybethaltier" "mention" "1541797659"
"ProfAnkersen" "NYUCGA" "mention" "1541797659"
"ProfAnkersen" "NYUSPS" "mention" "1541797659"
"nyutandon" "ivsnyu" "mention" "1541797697"
"nyuniversity" "NYUAlumni" "mention" "1541797876"
"NYUMensVolley" "NYUAlumni" "mention" "1541798614"
"DancePosse" "Dance_Magazine" "mention" "1541798762"
"5SecondsOfHigh" "pt_jeanette" "mention" "1541800011"
"DarkReading" "CSAW_NYUTandon" "mention" "1541800164"
"CSAW_NYUTandon" "DarkReading" "mention" "1541800358"
"CSAW_NYUTandon" "CSAW_NYUTandon" "mention" "1541800358"
"GottCyber" "DarkReading" "mention" "1541800529"
"GottCyber" "CSAW_NYUTandon" "mention" "1541800529"
"YesHeatherSays" "DancePosse" "mention" "1541800599"
"RefuseFascism" "richardjmarini" "mention" "1541800862"
"ebishopphoto" "richardjmarini" "mention" "1541800912"
"nyuniversity" "NYCVetsParade" "mention" "1541801643"
"nyutandon" "nyuniversity" "mention" "1541801652"
"tischphoto" "MrJohnnyPerez" "mention" "1541801821"
"tischphoto" "NRCATtweets" "mention" "1541801821"
"XumingSun" "nyuniversity" "mention" "1541802473"
"DylanSubliminal" "pt_jeanette" "mention" "1541802859"
"zafarwestern" "nyuniversity" "mention" "1541804200"
"nyutandon" "DarkReading" "mention" "1541804335"
"nyutandon" "CSAW_NYUTandon" "mention" "1541804335"
"kaylynnyam" "NYUAlumni" "mention" "1541804494"
"sarah84354782" "pt_jeanette" "mention" "1541805673"
"owlbelief" "DarkReading" "mention" "1541806804"
"owlbelief" "CSAW_NYUTandon" "mention" "1541806804"
"ABOLITIONFOSSIL" "homelessdave0" "reply" "1541807296"
"ABOLITIONFOSSIL" "homelessdave0" "mention" "1541807296"
"ABOLITIONFOSSIL" "HomelessDave10" "mention" "1541807296"
"ABOLITIONFOSSIL" "kennedystewart" "mention" "1541807296"
"ABOLITIONFOSSIL" "MayorGregor" "mention" "1541807296"
"ABOLITIONFOSSIL" "VisionVancouver" "mention" "1541807296"
"ABOLITIONFOSSIL" "kennedystewart" "mention" "1541807296"
"ABOLITIONFOSSIL" "ABOLITIONFOSSIL" "mention" "1541807315"
"ABOLITIONFOSSIL" "homelessdave0" "mention" "1541807315"
"ABOLITIONFOSSIL" "HomelessDave10" "mention" "1541807315"
"ABOLITIONFOSSIL" "kennedystewart" "mention" "1541807315"
"ABOLITIONFOSSIL" "MayorGregor" "mention" "1541807315"
"ABOLITIONFOSSIL" "VisionVancouver" "mention" "1541807315"
"homelessdave0" "ABOLITIONFOSSIL" "mention" "1541807361"
"homelessdave0" "homelessdave0" "mention" "1541807361"
"homelessdave0" "HomelessDave10" "mention" "1541807361"
"homelessdave0" "kennedystewart" "mention" "1541807361"
"homelessdave0" "MayorGregor" "mention" "1541807361"
"homelessdave0" "VisionVancouver" "mention" "1541807361"
"honeyrosie" "richardjmarini" "mention" "1541807363"
"HomelessDave10" "ABOLITIONFOSSIL" "mention" "1541807459"
"HomelessDave10" "homelessdave0" "mention" "1541807459"
"HomelessDave10" "HomelessDave10" "mention" "1541807459"
"HomelessDave10" "kennedystewart" "mention" "1541807459"
"HomelessDave10" "MayorGregor" "mention" "1541807459"
"HomelessDave10" "VisionVancouver" "mention" "1541807459"
"JANETHOLDER_IAM" "ABOLITIONFOSSIL" "mention" "1541807514"
"JANETHOLDER_IAM" "homelessdave0" "mention" "1541807514"
"JANETHOLDER_IAM" "HomelessDave10" "mention" "1541807514"
"JANETHOLDER_IAM" "kennedystewart" "mention" "1541807514"
"JANETHOLDER_IAM" "MayorGregor" "mention" "1541807514"
"JANETHOLDER_IAM" "VisionVancouver" "mention" "1541807514"
"ObamaClintonY12" "ABOLITIONFOSSIL" "mention" "1541807651"
"ObamaClintonY12" "homelessdave0" "mention" "1541807651"
"ObamaClintonY12" "HomelessDave10" "mention" "1541807651"
"ObamaClintonY12" "kennedystewart" "mention" "1541807651"
"ObamaClintonY12" "MayorGregor" "mention" "1541807651"
"ObamaClintonY12" "VisionVancouver" "mention" "1541807651"
"DaveHomes3" "ABOLITIONFOSSIL" "mention" "1541807782"
"DaveHomes3" "homelessdave0" "mention" "1541807782"
"DaveHomes3" "HomelessDave10" "mention" "1541807782"
"DaveHomes3" "kennedystewart" "mention" "1541807782"
"DaveHomes3" "MayorGregor" "mention" "1541807782"
"DaveHomes3" "VisionVancouver" "mention" "1541807782"
"VPUSSYBOY" "ABOLITIONFOSSIL" "mention" "1541807904"
"VPUSSYBOY" "homelessdave0" "mention" "1541807904"
"VPUSSYBOY" "HomelessDave10" "mention" "1541807904"
"VPUSSYBOY" "kennedystewart" "mention" "1541807904"
"VPUSSYBOY" "MayorGregor" "mention" "1541807904"
"VPUSSYBOY" "VisionVancouver" "mention" "1541807904"
"BOLONYOKTE_9_12" "ABOLITIONFOSSIL" "mention" "1541807978"
"BOLONYOKTE_9_12" "homelessdave0" "mention" "1541807978"
"BOLONYOKTE_9_12" "HomelessDave10" "mention" "1541807978"
"BOLONYOKTE_9_12" "kennedystewart" "mention" "1541807978"
"BOLONYOKTE_9_12" "MayorGregor" "mention" "1541807978"
"BOLONYOKTE_9_12" "VisionVancouver" "mention" "1541807978"
"TOEACHHISPHONE" "richardjmarini" "mention" "1541808087"
"zero1anonymous" "ABOLITIONFOSSIL" "mention" "1541808093"
"zero1anonymous" "homelessdave0" "mention" "1541808093"
"zero1anonymous" "HomelessDave10" "mention" "1541808093"
"zero1anonymous" "kennedystewart" "mention" "1541808093"
"zero1anonymous" "MayorGregor" "mention" "1541808093"
"zero1anonymous" "VisionVancouver" "mention" "1541808093"
"NORTHPOLENEWS8" "ABOLITIONFOSSIL" "mention" "1541808268"
"NORTHPOLENEWS8" "homelessdave0" "mention" "1541808268"
"NORTHPOLENEWS8" "HomelessDave10" "mention" "1541808268"
"NORTHPOLENEWS8" "kennedystewart" "mention" "1541808268"
"NORTHPOLENEWS8" "MayorGregor" "mention" "1541808268"
"NORTHPOLENEWS8" "VisionVancouver" "mention" "1541808268"
"for_freedoms" "tischphoto" "mention" "1541810184"
"for_freedoms" "nytimes" "mention" "1541810184"
"for_freedoms" "NRockwellMuseum" "mention" "1541810184"
"doc1tech" "richardjmarini" "mention" "1541814555"
"EGil2016" "NYUAlumni" "mention" "1541814619"
"Cityofwise" "davidicke" "mention" "1541815033"
"milfede" "sgoobie1" "mention" "1541818136"
"Guilespa" "nyuniversity" "mention" "1541819568"
"KellyLuebesmier" "richardjmarini" "mention" "1541819940"
"IAWFoundation" "KimmelCenter" "mention" "1541820245"
"IAWFoundation" "KimmelCenter" "mention" "1541820451"
"Zack04924390" "pt_jeanette" "mention" "1541823024"
"IoHadjiyianni" "koukouviou" "mention" "1541823581"
"nyutandon" "NYUFutureLabs" "mention" "1541825582"
"nyutandon" "Orrick" "mention" "1541825582"
"nyutandon" "PwC" "mention" "1541825582"
"nyutandon" "awscloud" "mention" "1541825582"
"RLukeDuBois" "nyutandon" "mention" "1541826415"
"RLukeDuBois" "NYUFutureLabs" "mention" "1541826415"
"nyutandon" "brooklynmuseum" "mention" "1541826422"
"YengYu78" "RichgoldC" "mention" "1541827581"
"YengYu78" "BonjangL" "mention" "1541827659"
"nickletang" "NYUgreen" "reply" "1541829293"
"nickletang" "NYUgreen" "mention" "1541829293"
"CherylHerself" "pt_jeanette" "mention" "1541829378"
"iwd12" "richardjmarini" "mention" "1541832355"
"YengYu78" "JulesRomana" "mention" "1541838839"
"YengYu78" "HabibaAli0730" "mention" "1541838859"
"YengYu78" "KateLuz2" "mention" "1541839402"
"YengYu78" "JulesRomana" "mention" "1541839789"
"YengYu78" "BertaBern" "mention" "1541840123"
"YengYu78" "JellyFabio" "mention" "1541840211"
"YengYu78" "ElSarmiento7" "mention" "1541840424"
"YengYu78" "BurceJackie" "mention" "1541840540"
"YengYu78" "FelyPong" "mention" "1541840582"
"YengYu78" "AlchelleT" "mention" "1541840681"
"YongCinderella" "BonjangL" "mention" "1541841460"
"YongCinderella" "ElSarmiento7" "mention" "1541841574"
"YongCinderella" "BurceJackie" "mention" "1541841688"
"waqas464" "dailytimespak" "mention" "1541842414"
"ZDouine" "pt_jeanette" "mention" "1541842754"
"YongYolly" "BurceJackie" "mention" "1541843971"
"YongYolly" "JulesRomana" "mention" "1541844092"
"YongYolly" "JulesRomana" "mention" "1541844097"
"YongYolly" "JulesRomana" "mention" "1541844102"
"YongYolly" "JulesRomana" "mention" "1541844118"
"YongYolly" "ElSarmiento7" "mention" "1541844230"
"brazownie" "BurceJackie" "mention" "1541845495"
"brazownie" "JulesRomana" "mention" "1541845661"
"brazownie" "JulesRomana" "mention" "1541845667"
"brazownie" "JulesRomana" "mention" "1541845673"
"brazownie" "JulesRomana" "mention" "1541845683"
"brazownie" "ElSarmiento7" "mention" "1541845795"
"chansunshine3" "JulesRomana" "mention" "1541847027"
"chansunshine3" "JulesRomana" "mention" "1541847043"
"chansunshine3" "BurceJackie" "mention" "1541847116"
"TweetbotF" "pt_jeanette" "mention" "1541847996"
"fuckinpornstar" "pt_jeanette" "mention" "1541847996"
"matador18989458" "pt_jeanette" "mention" "1541847996"
"chinglynn6" "JulesRomana" "mention" "1541848160"
"chinglynn6" "ElSarmiento7" "mention" "1541848213"
"chinglynn6" "BurceJackie" "mention" "1541848222"
"chinglynn6" "JulesRomana" "mention" "1541848237"
"chinglynn6" "JulesRomana" "mention" "1541848976"
"chinglynn6" "JulesRomana" "mention" "1541848983"
"stevelucin" "TheNewSchool" "mention" "1541853326"
"stevelucin" "parsonsdesign" "mention" "1541853326"
"poul_55" "pt_jeanette" "mention" "1541853423"
"RSG_Retweet" "stevelucin" "mention" "1541853457"
"rodeenas" "NYWICI" "mention" "1541857415"
"praveen7779" "buying_com" "mention" "1541861606"
"doggokorp" "pt_jeanette" "mention" "1541861641"
"langschoolsl" "NYUAlumni" "mention" "1541861734"
"Harishlohia7" "pt_jeanette" "mention" "1541861858"
"Soccerwriter" "FrontRowSoccer" "mention" "1541862686"
"Soccerwriter" "nyumenssoccer" "mention" "1541862686"
"Soccerwriter" "kimwyant1" "mention" "1541862686"
"Soccerwriter" "NCAA" "mention" "1541862686"
"Soccerwriter" "NYUAthletics" "mention" "1541862686"
"Soccerwriter" "FrontRowSoccer" "mention" "1541863539"
"Soccerwriter" "kimwyant1" "mention" "1541863539"
"Soccerwriter" "nyumenssoccer" "mention" "1541863539"
"nyumenssoccer" "Soccerwriter" "mention" "1541863726"
"nyumenssoccer" "FrontRowSoccer" "mention" "1541863726"
"nyumenssoccer" "nyumenssoccer" "mention" "1541863726"
"nyumenssoccer" "kimwyant1" "mention" "1541863726"
"Soccerwriter" "FrontRowSoccer" "mention" "1541864937"
"Soccerwriter" "nyumenssoccer" "mention" "1541864937"
"Soccerwriter" "kimwyant1" "mention" "1541864937"
"Soccerwriter" "NYUAthletics" "mention" "1541864937"
"esportsti" "NYUAlumni" "mention" "1541865457"
"_naden9" "pt_jeanette" "mention" "1541866698"
"awesomedayMaker" "pt_jeanette" "mention" "1541866727"
"nunorod34936055" "pt_jeanette" "mention" "1541868985"
"Soccerwriter" "FrontRowSoccer" "mention" "1541870566"
"Soccerwriter" "NYUAthletics" "mention" "1541870566"
"Soccerwriter" "kimwyant" "mention" "1541870566"
"nylonfloren" "foresetmagic" "quote" "1541870893"
"foresetmagic" "nylonfloren" "mention" "1541871140"
"takeuchi_gr" "nylonfloren" "mention" "1541871447"
"cathyspartanj" "SGTreport" "reply" "1541871938"
"cathyspartanj" "SGTreport" "mention" "1541871938"
"cathyspartanj" "LizCrokin" "mention" "1541871938"
"cathyspartanj" "PPact" "mention" "1541871938"
"cathyspartanj" "therealroseanne" "mention" "1541871938"
"cathyspartanj" "ABCWorldNews" "mention" "1541871938"
"cathyspartanj" "NetflixUK" "mention" "1541871938"
"cathyspartanj" "DiscoverIreland" "mention" "1541871938"
"cathyspartanj" "visitlondon" "mention" "1541871938"
"cathyspartanj" "Pampers" "mention" "1541871938"
"cathyspartanj" "TreeHugger" "mention" "1541871938"
"cathyspartanj" "portlandia" "mention" "1541871938"
"cathyspartanj" "AZs_Politics" "mention" "1541871938"
"cathyspartanj" "ABC" "mention" "1541871938"
"cathyspartanj" "goodmedicine4us" "mention" "1541871938"
"BookSparks" "JaxMiddleton" "mention" "1541872847"
"BookSparks" "ChristinaLauren" "mention" "1541872847"
"Soccerwriter" "FrontRowSoccer" "mention" "1541875376"
"Soccerwriter" "nyumenssoccer" "mention" "1541875376"
"Soccerwriter" "NCAA" "mention" "1541875376"
"Soccerwriter" "NYUAthletics" "mention" "1541875376"
"Soccerwriter" "kimwyant1" "mention" "1541875376"
"NYUAthletics" "Soccerwriter" "mention" "1541875623"
"NYUAthletics" "FrontRowSoccer" "mention" "1541875623"
"NYUAthletics" "nyumenssoccer" "mention" "1541875623"
"NYUAthletics" "kimwyant1" "mention" "1541875623"
"MaxwellSMRT72" "kylemooney" "mention" "1541875726"
"MaxwellSMRT72" "sethmeyers" "mention" "1541875726"
"JaxMiddleton" "BookSparks" "mention" "1541877056"
"JaxMiddleton" "JaxMiddleton" "mention" "1541877056"
"JaxMiddleton" "ChristinaLauren" "mention" "1541877056"
"Soccerwriter" "FrontRowSoccer" "mention" "1541884012"
"Soccerwriter" "nyumenssoccer" "mention" "1541884012"
"Soccerwriter" "kimwyant1" "mention" "1541884012"
"Soccerwriter" "NCAA" "mention" "1541884012"
"Soccerwriter" "NYUAthletics" "mention" "1541884012"
"Soccerwriter" "FrontRowSoccer" "mention" "1541884024"
"Soccerwriter" "kimwyant1" "mention" "1541884024"
"Soccerwriter" "nyumenssoccer" "mention" "1541884024"
"Soccerwriter" "FrontRowSoccer" "mention" "1541884036"
"Soccerwriter" "nyumenssoccer" "mention" "1541884036"
"Soccerwriter" "kimwyant1" "mention" "1541884036"
"Soccerwriter" "NYUAthletics" "mention" "1541884036"
"Soccerwriter" "FrontRowSoccer" "mention" "1541884048"
"Soccerwriter" "NYUAthletics" "mention" "1541884048"
"Soccerwriter" "kimwyant" "mention" "1541884048"
"Soccerwriter" "FrontRowSoccer" "mention" "1541884058"
"Soccerwriter" "nyumenssoccer" "mention" "1541884058"
"Soccerwriter" "NCAA" "mention" "1541884058"
"Soccerwriter" "NYUAthletics" "mention" "1541884058"
"Soccerwriter" "kimwyant1" "mention" "1541884058"
"nyuniversity" "NYCVetsParade" "mention" "1541884262"
"nyutandon" "nyuniversity" "mention" "1541884307"
"nyutandon" "NYCVetsParade" "mention" "1541884307"
"Audio_DaVinci" "apple_writers" "mention" "1541887988"
"FrontRowSoccer" "Soccerwriter" "mention" "1541889615"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541889615"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541889615"
"FrontRowSoccer" "kimwyant1" "mention" "1541889615"
"FrontRowSoccer" "Soccerwriter" "mention" "1541889620"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541889620"
"FrontRowSoccer" "kimwyant1" "mention" "1541889620"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541889620"
"FrontRowSoccer" "Soccerwriter" "mention" "1541889624"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541889624"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541889624"
"FrontRowSoccer" "kimwyant1" "mention" "1541889624"
"FrontRowSoccer" "Soccerwriter" "mention" "1541890961"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541890961"
"FrontRowSoccer" "NYUAthletics" "mention" "1541890961"
"FrontRowSoccer" "Soccerwriter" "mention" "1541890964"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541890964"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541890964"
"FrontRowSoccer" "NCAA" "mention" "1541890964"
"Mo_Mo742" "pt_jeanette" "mention" "1541891117"
"cathyspartanj" "Education4Libs" "reply" "1541892388"
"cathyspartanj" "Education4Libs" "mention" "1541892388"
"cathyspartanj" "Ricca_19" "mention" "1541892388"
"cathyspartanj" "BronxPinstripes" "mention" "1541892388"
"cathyspartanj" "BronxNYFW" "mention" "1541892388"
"cathyspartanj" "nyuniversity" "mention" "1541892388"
"cathyspartanj" "greenBXmachine" "mention" "1541892388"
"cathyspartanj" "nyulaw" "mention" "1541892388"
"jun_84" "nylonfloren" "mention" "1541892853"
"MetroSports_Mag" "wttc914" "mention" "1541893387"
"MetroSports_Mag" "nyutischsports" "mention" "1541893387"
"cortezshine1" "JulesRomana" "mention" "1541896682"
"cortezshine1" "JulesRomana" "mention" "1541896745"
"cortezshine1" "BurceJackie" "mention" "1541896748"
"cortezshine1" "JulesRomana" "mention" "1541897064"
"cortezshine1" "JulesRomana" "mention" "1541897072"
"cortezshine1" "ElSarmiento7" "mention" "1541897165"
"KarlFrance" "nyuniversity" "mention" "1541897964"
"BookSparks" "JaxMiddleton" "mention" "1541898036"
"BookSparks" "ChristinaLauren" "mention" "1541898036"
"spchamp" "dailytimespak" "mention" "1541898489"
"alberto_peredo" "nyuniversity" "mention" "1541898952"
"cris_adalla" "JulesRomana" "mention" "1541899030"
"cris_adalla" "JulesRomana" "mention" "1541899065"
"cris_adalla" "BurceJackie" "mention" "1541899127"
"cris_adalla" "JulesRomana" "mention" "1541899388"
"cris_adalla" "JulesRomana" "mention" "1541899406"
"JaxMiddleton" "BookSparks" "mention" "1541900681"
"JaxMiddleton" "JaxMiddleton" "mention" "1541900681"
"JaxMiddleton" "ChristinaLauren" "mention" "1541900681"
"LeslieMatters" "nyuniversity" "mention" "1541901227"
"FrontRowSoccer" "Soccerwriter" "mention" "1541901935"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541901935"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541901935"
"FrontRowSoccer" "kimwyant1" "mention" "1541901935"
"CoachMegBarber" "nyuniversity" "mention" "1541902258"
"marunyatajohn" "Lunachi_P" "mention" "1541903250"
"Kelvin5iveYbk" "pt_jeanette" "mention" "1541903742"
"mrbool2" "pt_jeanette" "mention" "1541905557"
"cris_adalla" "CalpoPurity" "mention" "1541906613"
"cris_adalla" "JellyFabio" "mention" "1541906682"
"cris_adalla" "MenezeRaba" "mention" "1541906908"
"16kissa07" "Lunachi_P" "mention" "1541907310"
"03_R_M_aya_03" "03_R_M_aya_03" "reply" "1541907743"
"DabizLegend" "FiveGuys" "mention" "1541907990"
"chizmame244" "Lunachi_P" "mention" "1541913194"
"MariaAfsharian" "IAWFoundation" "mention" "1541913501"
"sabor_sabole" "nylonfloren" "mention" "1541913659"
"DannyCole90" "JulesRomana" "mention" "1541915923"
"DannyCole90" "JulesRomana" "mention" "1541915984"
"DannyCole90" "BurceJackie" "mention" "1541915995"
"DannyCole90" "ElSarmiento7" "mention" "1541916051"
"OneAndOnlyZel" "RFultonBrown" "mention" "1541916235"
"DannyCole90" "JulesRomana" "mention" "1541916502"
"DannyCole90" "JulesRomana" "mention" "1541916510"
"KTea27" "KTea27" "mention" "1541918041"
"Tjido" "NYUAlumni" "mention" "1541918713"
"Tjido" "Policy_Ignite" "mention" "1541918713"
"Tjido" "sugaroverflow" "mention" "1541918713"
"Tjido" "fwd50conf" "mention" "1541918713"
"ChecoJnr99" "pt_jeanette" "mention" "1541919877"
"NadirQadirov" "pt_jeanette" "mention" "1541925457"
"Gogo43039962" "pt_jeanette" "mention" "1541925469"
"Dode95075362" "pt_jeanette" "mention" "1541925470"
"APompyang" "JulesRomana" "mention" "1541925926"
"APompyang" "JulesRomana" "mention" "1541925968"
"APompyang" "BurceJackie" "mention" "1541926008"
"APompyang" "JulesRomana" "mention" "1541926058"
"APompyang" "DannyCole90" "mention" "1541926234"
"APompyang" "DannyCole90" "mention" "1541926313"
"APompyang" "JulesRomana" "mention" "1541926622"
"APompyang" "ElSarmiento7" "mention" "1541926851"
"PhoenixGyaan" "productsearchon" "mention" "1541928942"
"MiamiPapers" "APompyang" "mention" "1541929370"
"RosanaBarkawi" "nyuniversity" "mention" "1541930163"
"NattakanWongsi6" "newtv_18" "mention" "1541932979"
"TamziCharly" "pt_jeanette" "mention" "1541935186"
"rmoncho20" "nyuniversity" "mention" "1541936671"
"cerri68" "nyuniversity" "mention" "1541941553"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942355"
"Soccerwriter" "nyumenssoccer" "mention" "1541942355"
"Soccerwriter" "NCAA" "mention" "1541942355"
"Soccerwriter" "NYUAthletics" "mention" "1541942355"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942450"
"Soccerwriter" "nyumenssoccer" "mention" "1541942450"
"Soccerwriter" "NCAA" "mention" "1541942450"
"Soccerwriter" "NYUAthletics" "mention" "1541942450"
"Soccerwriter" "kimwyant1" "mention" "1541942450"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942461"
"Soccerwriter" "NYUAthletics" "mention" "1541942461"
"Soccerwriter" "kimwyant" "mention" "1541942461"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942476"
"Soccerwriter" "nyumenssoccer" "mention" "1541942476"
"Soccerwriter" "kimwyant1" "mention" "1541942476"
"Soccerwriter" "NYUAthletics" "mention" "1541942476"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942490"
"Soccerwriter" "kimwyant1" "mention" "1541942490"
"Soccerwriter" "nyumenssoccer" "mention" "1541942490"
"Soccerwriter" "FrontRowSoccer" "mention" "1541942512"
"Soccerwriter" "nyumenssoccer" "mention" "1541942512"
"Soccerwriter" "kimwyant1" "mention" "1541942512"
"Soccerwriter" "NCAA" "mention" "1541942512"
"Soccerwriter" "NYUAthletics" "mention" "1541942512"
"FrontRowSoccer" "Soccerwriter" "mention" "1541945021"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541945021"
"FrontRowSoccer" "kimwyant1" "mention" "1541945021"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541945021"
